Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
JUJUY,San Pedro,Arrayanal,,,,,,,,,
JUJUY,San Pedro,Arroyo Colorado,,,,,,,,,
JUJUY,San Pedro,Don Emilio,,,,,,,,SI,
JUJUY,San Pedro,El Acheral,,,,,,,,,
JUJUY,San Pedro,El Puesto,,,,,,,,,
JUJUY,San Pedro,El Quemado,,,,,,,,,
JUJUY,San Pedro,La Esperanza,,,,,SI,,,SI,SI
JUJUY,San Pedro,La Manga,,,,,,,,,
JUJUY,San Pedro,La Mendieta,,,,,SI,SI,SI,SI,SI
JUJUY,San Pedro,Miraflores,,,,,,,,,
JUJUY,San Pedro,Palos Blancos,,,,,,,,,
JUJUY,San Pedro,Parapeti,,,,,,,,,
JUJUY,San Pedro,Piedritas,,,,,,,,,
JUJUY,San Pedro,Rodeito,,,,,SI,SI,,,
JUJUY,San Pedro,Rosario de Rio Grande,,,,,,,,SI,
JUJUY,San Pedro,San Antonio,,,,,,,,,
JUJUY,San Pedro,San Lucas,,,,,SI,SI,,SI,
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),SI,SI,,SI,,,SI,SI,SI
JUJUY,San Pedro,Sauzal,,,,,,,,,
JUJUY,SANTA BARBARA,El Fuerte,,,,,SI,,,,SI
JUJUY,Susques,Mina Providencia,,,,SI,,,,,
SALTA,Grl. Jose de San Martin,Aguaray,SI,SI,,SI,SI,,SI,SI,SI
SALTA,Grl. Jose de San Martin,Campamento Vespucio,SI,,,SI,SI,,SI,,SI
SALTA,Grl. Jose de San Martin,Campichuelo,,,,,SI,,,,
SALTA,Grl. Jose de San Martin,Campo Duran,,,,SI,SI,,,,
SALTA,Grl. Jose de San Martin,Capiazuti,,,,,SI,,,,
SALTA,Grl. Jose de San Martin,Carboncito,,,,,,,,,
SALTA,Grl. Jose de San Martin,Coronel Cornejo,SI,,,SI,SI,,SI,,SI
SALTA,Grl. Jose de San Martin,Dragones,,,,SI,SI,,SI,SI,SI
SALTA,Grl. Jose de San Martin,Embarcacion,SI,SI,,SI,SI,SI,SI,,SI
SALTA,Grl. Jose de San Martin,General Ballivian,,,,SI,SI,,,,SI
SALTA,Grl. Jose de San Martin,General Mosconi,SI,,,SI,SI,SI,SI,SI,SI
SALTA,Grl. Jose de San Martin,Hickman,,,,,SI,,,,
SALTA,Grl. Jose de San Martin,Mision Chaqueña,,,,,SI,,,,
SALTA,Grl. Jose de San Martin,Mision El Cruce - El Milagro - El Jardin de San Martin,,,,,SI,SI,,,
MENDOZA,Guaymallen,BERMEJO,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,BUENA NUEVA,,,,SI,SI,SI,,,SI
MENDOZA,Guaymallen,Capilla Del Rosario,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,COLONIA SEGOVIA,,,,,SI,SI,,,
MENDOZA,Guaymallen,Colonia Segovia,,,,SI,SI,SI,,SI,
MENDOZA,Guaymallen,DORREGO,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,EL SAUCE,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,GENERAL BELGRANO,,,,,SI,SI,,,
MENDOZA,Guaymallen,Guaymallen,SI,SI,SI,SI,SI,SI,SI,SI,
MENDOZA,Guaymallen,JESUS NAZARENO,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,KILOMETRO 11 (GUAYMALLEN),,,,,,,,,
MENDOZA,Guaymallen,La Primavera,,,,,,,,SI,
MENDOZA,Guaymallen,LAS CAÑAS,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,Los Corralitos,SI,,SI,,SI,SI,SI,SI,SI
MENDOZA,Las Heras,Panquehua,,,,SI,SI,SI,,,
MENDOZA,Las Heras,Papagayos,,,,,SI,SI,,,SI
MENDOZA,Las Heras,Polvaredas,,,,,,,,,
MENDOZA,Las Heras,Puente del Inca,,,,,SI,SI,,,SI
MENDOZA,Las Heras,Punta de Vacas,,,,,,,,,
MENDOZA,Las Heras,Sierras De Encalada,,,,,SI,SI,,,
MENDOZA,Las Heras,Uspallata,SI,,SI,SI,SI,SI,SI,,
MENDOZA,Lavalle,3 de Mayo,,,,,SI,,SI,SI,
MENDOZA,Lavalle,Barrio Alto del Olvido,,,,,,,,,
MENDOZA,Lavalle,Barrio Jocoli II,,,,,,,,,
MENDOZA,Lavalle,Barrio La Esperanza,,,,,,,,,
MENDOZA,Lavalle,Barrio La Palmera,,,,,,,,,
MENDOZA,Lavalle,Barrio La Pega,,,,,,,SI,,
MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,,,,,,,,,
MENDOZA,Lavalle,Barrio Los Jarilleros,,,,,,,,,
MENDOZA,Lavalle,Barrio Los Olivos,SI,,,,,,SI,,
MENDOZA,Lavalle,Barrio Virgen del Rosario,,,,,,,,,
MENDOZA,Lavalle,Costa de Araujo,,,,SI,SI,SI,,SI,
MENDOZA,Lavalle,El Paramillo,,,,,,,,,
MENDOZA,Lavalle,El Vergel,,,,,,,,SI,
MENDOZA,Lavalle,Ingeniero Gustavo Andre,,,,,,,,SI,
MENDOZA,Lavalle,Jocoli,,,,,,,,SI,
MENDOZA,Lavalle,Jocoli Viejo,,,,,,,,SI,
MENDOZA,Lujan de Cuyo,Agrelo,SI,,,SI,SI,SI,SI,SI,
MENDOZA,Lujan de Cuyo,Barrio Adina I Y Ii,,,,,SI,SI,,,
MENDOZA,Lujan de Cuyo,Barrio Perdriel IV,,,,SI,SI,,,SI,
MENDOZA,Lujan de Cuyo,Cacheuta,SI,,,,SI,SI,SI,SI,
MENDOZA,Lujan de Cuyo,CARRODILLA,,,,SI,SI,SI,,SI,
MENDOZA,Lujan de Cuyo,CHACRAS DE CORIA,,,,SI,SI,SI,,SI,
MENDOZA,Lujan de Cuyo,Costa Flores,,,,SI,SI,SI,,SI,
MENDOZA,Lujan de Cuyo,El Carmelo,,,,,,,,,
MENDOZA,Lujan de Cuyo,El Carrizal,,,,,SI,,,SI,
MENDOZA,Lujan de Cuyo,El Salto,,,,,,,SI,SI,
MENDOZA,Lujan de Cuyo,La Puntilla,,,,SI,,,,SI,
MENDOZA,Lujan de Cuyo,Las Carditas,,,,,,,,,
MENDOZA,Lujan de Cuyo,Las Compuertas,SI,,SI,,SI,,SI,SI,
MENDOZA,Lujan de Cuyo,Las Vegas,,,,,,,SI,SI,
MENDOZA,Lujan de Cuyo,Los Manantiales,,,,,SI,SI,,,
MENDOZA,Guaymallen,PEDRO MOLINA,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,Puente de Hierro,SI,,SI,,SI,SI,SI,SI,
MENDOZA,Guaymallen,RODEO DE LA CRUZ,,,,SI,SI,SI,,,SI
MENDOZA,Guaymallen,SAN FRANCISCO DEL MONTE,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,San Jose,,,,SI,SI,SI,,,
MENDOZA,Guaymallen,VILLA NUEVA,,,,,SI,SI,,,
MENDOZA,Junin,ALTO VERDE,,,,,,,,,
MENDOZA,Junin,Ingeniero Giagnoni,SI,,SI,SI,SI,SI,SI,SI,
MENDOZA,Junin,Junin,SI,,SI,SI,SI,SI,SI,SI,
MENDOZA,Junin,La Colonia,,,,SI,SI,SI,,SI,SI
MENDOZA,Junin,Los Barriales,SI,,SI,,SI,SI,SI,SI,
MENDOZA,Junin,Medrano,,,,,,,,SI,
MENDOZA,Junin,Phillips,,,,,,,SI,SI,
MENDOZA,Junin,Rodriguez Peña,,,,,SI,,SI,SI,
MENDOZA,La Paz,Desaguadero,,,,,SI,SI,SI,,
MENDOZA,La Paz,La Paz,SI,,,SI,SI,SI,SI,,
MENDOZA,La Paz,Villa Antigua,,,,,,,,,
MENDOZA,Las Heras,Blanco Encalada,,,,,,,SI,,
MENDOZA,Las Heras,Capdeville,,,,,SI,,,,
MENDOZA,Las Heras,El Algarrobal,,,,SI,SI,SI,,,
MENDOZA,Las Heras,El Borbollon,,,,,SI,SI,,,
MENDOZA,Las Heras,EL CHALLAO,,,,SI,,,,,
MENDOZA,Las Heras,EL PLUMERILLO,,,,SI,SI,SI,,,
MENDOZA,Las Heras,EL RESGUARDO,,,,SI,,SI,,,
MENDOZA,Las Heras,EL ZAPALLAR,,,,SI,SI,SI,,,
MENDOZA,Las Heras,Jocoli,,,,,SI,SI,SI,,
MENDOZA,Las Heras,La Cieneguita,,,,,SI,SI,,,
MENDOZA,Las Heras,Las Cuevas,,,,,SI,SI,,,
MENDOZA,Las Heras,Las Heras,SI,SI,SI,SI,SI,SI,SI,SI,SI
MENDOZA,Las Heras,Los Penitentes,,,,,,,,,
NEUQUEN,Ñorquin,Caviahue,,,SI,,SI,,SI,SI,SI
NEUQUEN,Ñorquin,Copahue,,,,,,,SI,SI,
NEUQUEN,Ñorquin,El Cholar,,,,,,,SI,SI,SI
NEUQUEN,Ñorquin,El Huecu,,,,,SI,,SI,SI,SI
NEUQUEN,Ñorquin,Taquimilan,,,,,,,SI,SI,
NEUQUEN,Pehuenches,Barrancas,,,,,,,SI,SI,SI
NEUQUEN,Pehuenches,Buta Ranquil,,,,,SI,,SI,,SI
NEUQUEN,Pehuenches,Octavio Pico,,,,,,,,,
NEUQUEN,Pehuenches,Rincon de los Sauces,SI,SI,SI,SI,SI,SI,SI,SI,SI
NEUQUEN,Picun Leufu,El Sauce,,,,,,,,,
NEUQUEN,Picun Leufu,Paso Aguerre,,,,,,,SI,,
NEUQUEN,Picun Leufu,Picun Leufu,,,,,SI,,SI,SI,SI
NEUQUEN,Picunches,Bajada del Agrio,,,,,SI,,SI,,
NEUQUEN,Picunches,La Buitrera,,,,,,,,,SI
NEUQUEN,Picunches,Las Lajas,,,SI,,SI,,SI,,SI
NEUQUEN,Picunches,Quili Malal,,,,,,,,,
NEUQUEN,Zapala,Covunco Centro,,,,,SI,,,,
MENDOZA,Maipu,Fray Luis Beltran,SI,SI,SI,SI,SI,SI,SI,SI,
MENDOZA,Maipu,GENERAL GUTIERREZ,,,,SI,SI,SI,,,
MENDOZA,Maipu,LUZURIAGA,,,,SI,SI,SI,,,
MENDOZA,Maipu,Maipu,SI,SI,SI,SI,SI,SI,SI,SI,
MENDOZA,Maipu,Rodeo del Medio,SI,,SI,SI,SI,SI,SI,SI,
MENDOZA,Maipu,Russell,SI,,SI,SI,SI,SI,SI,,
MENDOZA,Maipu,San Roque,SI,,SI,SI,SI,SI,SI,SI,
MENDOZA,Maipu,Villa Teresa,,,,,,,,SI,
MENDOZA,Malargüe,Agua Escondida,,,,,SI,SI,,,SI
MENDOZA,Malargüe,Bardas Blancas,,,,,SI,,SI,,
MENDOZA,Malargüe,Las Leñas,,,,SI,SI,SI,SI,,
LA RIOJA,Coronel Felipe Varela,Pagancillo,,,,SI,SI,,,SI,
LA RIOJA,Coronel Felipe Varela,Santa Clara,,,,,,,,,
LA RIOJA,Coronel Felipe Varela,Villa Union,,SI,,SI,SI,,SI,SI,SI
LA RIOJA,Famatina,Alto Carrizal,,,,,,,,,
LA RIOJA,Famatina,Angulos,,,,,,,,SI,
LA RIOJA,Famatina,Antinaco,,,,,,,,,
LA RIOJA,Famatina,Bajo Carrizal,,,,,,,,,
LA RIOJA,Famatina,Campanas,,,,SI,SI,,SI,SI,
LA RIOJA,Famatina,Chañarmuyo,,,,,,,,SI,
LA RIOJA,Famatina,Famatina,SI,SI,,SI,SI,SI,SI,SI,
LA RIOJA,Famatina,La Cuadra,,,,,,,,SI,
LA RIOJA,Famatina,Pituil,,,,,SI,,SI,SI,
LA RIOJA,Famatina,Plaza Vieja,,,,,,,,,
LA RIOJA,Famatina,Santa Cruz,,,,,,,,SI,
LA RIOJA,Famatina,Santo Domingo,,,,,,,,,
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,,,,SI,SI,,SI,SI,
LA RIOJA,General Angel V. Peñaloza,Tama,SI,,,SI,SI,,SI,SI,
LA RIOJA,General Belgrano,Castro Barros,,,,,,,,SI,
LA RIOJA,General Belgrano,Chañar,SI,,,SI,,SI,SI,SI,
FORMOSA,Matacos,Ingeniero Guillermo N. Juarez,SI,,,,SI,SI,SI,SI,SI
FORMOSA,Patiño,Bartolome de las Casas,,,,,,,,SI,SI
FORMOSA,Patiño,Colonia Sarmiento,,,,,,,,,
FORMOSA,Patiño,Comandante Fontana,,,,,SI,SI,SI,SI,
FORMOSA,Patiño,El Recreo,,,,,,,,,
FORMOSA,Patiño,Estanislao del Campo,SI,,,,SI,,SI,SI,
FORMOSA,Patiño,Fortin Cabo 1º Lugones,,,,,SI,,,SI,
FORMOSA,Patiño,Fortin Sargento 1º Leyes,,,,,,,,SI,SI
FORMOSA,Patiño,Ibarreta,SI,,,,SI,SI,SI,SI,SI
FORMOSA,Patiño,Juan G. Bazan,,,,,SI,,,SI,
FORMOSA,Patiño,Las Lomitas,SI,,,SI,SI,SI,SI,SI,SI
FORMOSA,Patiño,Posta Cambio Zalazar,,,,,SI,,,SI,
FORMOSA,Patiño,Pozo del Tigre,SI,,,SI,SI,SI,SI,SI,
FORMOSA,Patiño,San Martin I,,,,,,,,SI,
FORMOSA,Patiño,San Martin II,,,,SI,SI,,SI,SI,
JUJUY,Susques,Olacapato,,,,SI,,,,SI,
FORMOSA,Pilcomayo,Laguna Naick-Neck,SI,,,,SI,,SI,SI,SI
FORMOSA,Pilcomayo,Palma Sola,,,,,SI,,,SI,
FORMOSA,Pilcomayo,Puerto Pilcomayo,,,,,,,,SI,
FORMOSA,Pilcomayo,Riacho He-He,,,,SI,SI,SI,SI,SI,
FORMOSA,Pilcomayo,Riacho Negro,,,,,SI,,,SI,
FORMOSA,Pilcomayo,Siete Palmas,SI,,,SI,SI,,SI,SI,
FORMOSA,Pirane,Colonia Campo Villafañe,,,,SI,SI,,SI,SI,
FORMOSA,Pirane,El Colorado,SI,,,SI,SI,,SI,SI,SI
FORMOSA,Pirane,Palo Santo,,SI,,,SI,SI,SI,SI,SI
FORMOSA,Pirane,Pirane,,,,SI,SI,SI,,SI,SI
FORMOSA,Pirane,Villa Kilometro 213,,,,,SI,,SI,SI,SI
FORMOSA,Ramon Lista,El Potrillo,,,,,,,,SI,
FORMOSA,Ramon Lista,El Quebracho,,,,,,,,SI,
ENTRE RIOS,Nogoya,Hernandez,SI,,,,SI,SI,SI,SI,SI
ENTRE RIOS,Nogoya,Lucas Gonzalez,SI,,,,SI,SI,SI,SI,
ENTRE RIOS,Nogoya,Nogoya,SI,,,,SI,SI,SI,SI,
ENTRE RIOS,Nogoya,XX de Setiembre,,,,,,,SI,SI,
ENTRE RIOS,Parana,Aldea Maria Luisa,,,,,SI,,SI,SI,
ENTRE RIOS,Parana,Aldea San Juan,,,,,,,,,
ENTRE RIOS,Parana,Aldea San Rafael,,,,,,,SI,SI,
ENTRE RIOS,Parana,Aldea Santa Maria,,,,,,,SI,,
ENTRE RIOS,Parana,Aldea Santa Rosa,,,,,,,,,
ENTRE RIOS,Parana,Cerrito,SI,SI,,,SI,SI,SI,SI,SI
ENTRE RIOS,Parana,Colonia Avellaneda,SI,,,,SI,SI,SI,SI,
ENTRE RIOS,Parana,Colonia Crespo,,,,,,,,,
ENTRE RIOS,Parana,Colonia Merou,,,,,,,,,
ENTRE RIOS,Parana,Crespo,SI,SI,,SI,SI,SI,SI,SI,
ENTRE RIOS,Parana,Crucesitas Septima Seccion,,,,,,,,SI,
ENTRE RIOS,Parana,El Palenque,,,,,SI,,SI,SI,
ENTRE RIOS,Diamante,General Ramirez,SI,SI,,,SI,SI,SI,SI,
ENTRE RIOS,Diamante,La Juanita,,,,,,,,,
ENTRE RIOS,Diamante,Las Jaulas,,,,,,,,,
ENTRE RIOS,Diamante,Paraje La Virgen,,,,,,,,,
ENTRE RIOS,Diamante,Puerto Las Cuevas,,,,,,,,,
ENTRE RIOS,Diamante,Strobel,,SI,,,SI,SI,,,
ENTRE RIOS,Diamante,Villa Libertador San Martin,SI,,,,SI,SI,SI,SI,
ENTRE RIOS,Federacion,Chajari,SI,SI,,SI,SI,SI,SI,SI,
ENTRE RIOS,Federacion,Colonia Alemana,,,,,,,,SI,
ENTRE RIOS,Federacion,Colonia Ensanche Sauce,,,,,SI,,,SI,
ENTRE RIOS,Federacion,Colonia La Argentina,,,,,SI,SI,SI,SI,
ENTRE RIOS,Federacion,Colonia Peña,,,,,,,,SI,
ENTRE RIOS,Federacion,Colonia Santa Maria,,,,,SI,,,SI,
ENTRE RIOS,Federacion,Federacion,SI,,,SI,SI,SI,SI,SI,
ENTRE RIOS,Federacion,Los Conquistadores,,SI,,,SI,SI,SI,SI,
ENTRE RIOS,Federacion,San Jaime de la Frontera,,SI,,,SI,SI,SI,SI,
FORMOSA,Ramon Lista,General Mosconi,,,,SI,,,SI,SI,SI
JUJUY,Cochinoca,Abdon Castro Tolay,,,,,,,,,
JUJUY,Cochinoca,Abra Pampa,,,,,SI,,SI,SI,SI
JUJUY,Cochinoca,Abralaite,,,,,,,,,
JUJUY,Cochinoca,Agua de Castilla,,,,,,,,,
JUJUY,Cochinoca,Casabindo,,,,,,,,,
JUJUY,Cochinoca,Cochinoca,,,,,,,,,
JUJUY,Cochinoca,La Redonda,,,,,,,,,SI
JUJUY,Cochinoca,Puesto del Marquez,,,,SI,SI,,,,
JUJUY,Cochinoca,Quebraleña,,,,,,,,,
JUJUY,Cochinoca,Quera,,,,,,,,,
JUJUY,Cochinoca,Rinconadillas,,,,,,,,,
JUJUY,Cochinoca,San Francisco de Alfarcito,,,,,,,,,
JUJUY,Cochinoca,Santa Ana de la Puna,,,,,,,,,
JUJUY,Cochinoca,Santuario de Tres Pozos,,,,,,,,,
JUJUY,Cochinoca,Tambillos,,,,,,,,,
JUJUY,Cochinoca,Tusaquillas,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,,,,SI,,,,SI,SI
JUJUY,Doctor Manuel Belgrano,Guerrero,SI,SI,,,SI,SI,SI,,
JUJUY,Doctor Manuel Belgrano,La Almona,,SI,,SI,,,,,
JUJUY,Doctor Manuel Belgrano,Leon,,SI,,,,,,,SI
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),,,,,SI,SI,SI,SI,
JUJUY,Doctor Manuel Belgrano,Ocloyas,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),SI,SI,,SI,SI,SI,SI,SI,SI
JUJUY,Doctor Manuel Belgrano,Yala,,,,,SI,SI,SI,SI,SI
JUJUY,El Carmen,Aguas Calientes,,,,,,,,SI,
JUJUY,El Carmen,Barrio El Milagro,,,,,,,,,
JUJUY,El Carmen,Barrio La Union,,,,,,,,,
JUJUY,El Carmen,El Carmen,SI,SI,,,SI,SI,SI,SI,SI
JUJUY,El Carmen,Fleming,,,,,SI,SI,,,
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Veron),,,,,SI,SI,,,
JUJUY,El Carmen,Loteo San Vicente,,,,,SI,,,,
JUJUY,El Carmen,Manantiales,,,,,SI,SI,,,SI
JUJUY,El Carmen,Monterrico,,SI,,,SI,SI,SI,SI,SI
JUJUY,El Carmen,Pampa Blanca,SI,SI,,,SI,SI,SI,SI,SI
JUJUY,El Carmen,Perico,,SI,,,SI,SI,SI,SI,SI
JUJUY,El Carmen,Pila Pardo,,,,,,,,,
JUJUY,Yavi,La Quiaca,SI,,,SI,SI,,SI,SI,SI
JUJUY,Yavi,Llulluchayoc,,,,,,,,,
JUJUY,Yavi,Pumahuasi,,,,SI,SI,,,,
JUJUY,Yavi,San Jose,,,,,,,,,
JUJUY,Yavi,Yavi,,,,,,,,,SI
JUJUY,Yavi,Yavi Chico,,,,SI,,,,,
LA PAMPA,Atreuco,Doblas,,SI,,SI,,,SI,SI,SI
LA PAMPA,Atreuco,Macachin,,,,SI,SI,,SI,SI,SI
LA PAMPA,Atreuco,Miguel Riglos,,,,SI,SI,,SI,SI,SI
LA PAMPA,Atreuco,Rolon,,,,,SI,,SI,SI,SI
LA PAMPA,Atreuco,Tomas M. Anchorena,,,SI,,,,SI,SI,SI
LA PAMPA,Caleu Caleu,Anzoategui,,,,,,,,,
LA PAMPA,Caleu Caleu,La Adela,,SI,,,SI,SI,,SI,SI
LA PAMPA,Capital,Anguil,,SI,,SI,SI,SI,SI,SI,SI
JUJUY,Susques,Olaroz Chico,,,,SI,,,SI,SI,SI
JUJUY,Susques,Pastos Chicos,,,,SI,,,,,
JUJUY,Susques,Puesto Sey,,,,SI,,,,,
JUJUY,Susques,San Juan de Quillaques,,,,SI,,,,,SI
JUJUY,Susques,Susques,,,,SI,SI,,SI,SI,SI
JUJUY,Tilcara,Colonia San Jose,,,,,,,,,
JUJUY,Tilcara,Huacalera,,,,SI,,,,,
JUJUY,Tilcara,Juella,,,,,,,SI,,
JUJUY,Tilcara,Maimara,,,,SI,SI,,SI,SI,SI
JUJUY,Tilcara,Tilcara,,,,SI,SI,SI,SI,SI,SI
JUJUY,Tilcara,Yacoraite,,,,,,,,,
JUJUY,Tumbaya,Barcena,,,,,,,,SI,
JUJUY,Tumbaya,El Moreno,,,,,,,,,
JUJUY,Tumbaya,Puerta de Colorados,,,,,,,,,
JUJUY,Tumbaya,Purmamarca,SI,,,,SI,,SI,SI,
JUJUY,Tumbaya,Tumbaya,,,,,SI,,SI,SI,
JUJUY,Tumbaya,Volcan,SI,,,,SI,,SI,SI,
JUJUY,Valle Grande,Caspala,,,,,,,,,
JUJUY,Valle Grande,Pampichuela,,,,,,,,,
JUJUY,Valle Grande,San Francisco,,,,,,,,,
JUJUY,Valle Grande,Santa Ana,,,,,,,,,SI
ENTRE RIOS,Parana,El Pingo,,,,,SI,SI,SI,SI,
ENTRE RIOS,Parana,El Ramblon,,,,,SI,,,,
ENTRE RIOS,Parana,El Ramblon,,,,,SI,,,SI,
ENTRE RIOS,Parana,Hasenkamp,,SI,,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Parana,Hernandarias,,SI,,,SI,SI,SI,SI,
ENTRE RIOS,Parana,La Picada,SI,,,SI,SI,SI,SI,,
ENTRE RIOS,Parana,Las Tunas,,,,,,,,SI,SI
ENTRE RIOS,Parana,Maria Grande,,SI,SI,SI,SI,SI,SI,SI,
ENTRE RIOS,Parana,Oro Verde,SI,SI,,,SI,SI,SI,SI,
ENTRE RIOS,Parana,Parana,SI,SI,SI,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Parana,Pueblo Bellocq (Est. Las Garzas),,,,,,,SI,,
ENTRE RIOS,Parana,Pueblo Brugo,,,,,SI,SI,SI,SI,
ENTRE RIOS,Parana,Pueblo General San Martin,,,,,SI,,,,
NEUQUEN,Zapala,Los Catutos,,,,,,,,SI,
NEUQUEN,Zapala,Mariano Moreno,SI,,SI,,,,SI,SI,SI
NEUQUEN,Zapala,Ramon M. Castro,,,,,SI,,,,
NEUQUEN,Zapala,Zapala,SI,,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,25 de Mayo,Aguada de Guerra,,,,,,,,SI,
RIO NEGRO,25 de Mayo,Clemente Onelli,,,,SI,,,,,
RIO NEGRO,25 de Mayo,Colan Conhue,,,,,,,SI,,SI
RIO NEGRO,25 de Mayo,El Cain,,,,,,,SI,,SI
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,SI,,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,25 de Mayo,Los Menucos,,,,,SI,,,SI,SI
RIO NEGRO,25 de Mayo,Maquinchao,,,,,SI,,SI,SI,SI
RIO NEGRO,25 de Mayo,Mina Santa Teresita,,,,,,,,,
RIO NEGRO,25 de Mayo,Pilquiniyeu,,,,,,,,,SI
RIO NEGRO,9 de Julio,Comico,,,,,,,,,SI
RIO NEGRO,9 de Julio,Cona Niyeu,,,,,,,SI,,SI
RIO NEGRO,9 de Julio,Ministro Ramos Mexia,,,,SI,,,,SI,SI
LA PAMPA,Guatrache,General Manuel J. Campos,,,,SI,SI,,SI,,SI
LA PAMPA,Guatrache,Guatrache,,SI,,SI,SI,SI,SI,SI,SI
LA PAMPA,Guatrache,Peru,,,,,,,,SI,
LA PAMPA,Guatrache,Santa Teresa,,,,SI,,,SI,,
LA PAMPA,Hucal,Abramo,,,,SI,,,,SI,SI
LA PAMPA,Hucal,Bernasconi,SI,,,SI,SI,SI,SI,SI,SI
LA PAMPA,Hucal,General San Martin (Est. Villa Alba),,,,SI,SI,SI,SI,SI,
LA PAMPA,Hucal,Hucal,,,,,,,,,
LA PAMPA,Hucal,Jacinto Arauz,,,,SI,SI,SI,SI,SI,SI
LA PAMPA,Lihuel Calel,Cuchillo Co,,,,SI,SI,,,,SI
LA PAMPA,Limay Mahuida,La Reforma,,,,,SI,,SI,SI,SI
LA PAMPA,Limay Mahuida,Limay Mahuida,,,,,,,,SI,SI
LA PAMPA,Loventue,Carro Quemado,,,,SI,,,SI,SI,SI
LA PAMPA,Loventue,Loventue,,,,SI,,,SI,,
LA PAMPA,Loventue,Luan Toro,,,,,SI,,SI,SI,SI
LA PAMPA,Loventue,Telen,,,,SI,SI,,SI,SI,SI
LA PAMPA,Loventue,Victorica,,,,SI,SI,SI,SI,SI,SI
LA PAMPA,Maraco,Agustoni,,,,,,,SI,SI,
LA PAMPA,Maraco,Dorila,,,,SI,,,SI,SI,
LA PAMPA,Maraco,General Pico,SI,SI,SI,SI,SI,SI,SI,SI,SI
LA PAMPA,Maraco,Speluzzi,,,,SI,SI,,SI,SI,
LA PAMPA,Maraco,Trebolares,,,,,,,,,
LA PAMPA,Puelen,25 de Mayo,,,,SI,SI,SI,SI,SI,
LA PAMPA,Puelen,Casa de Piedra,,,,,,,,SI,
LA PAMPA,Puelen,Puelen,,,SI,,SI,,SI,SI,SI
LA PAMPA,Quemu Quemu,Colonia Baron,,,SI,SI,SI,SI,SI,SI,SI
LA PAMPA,Quemu Quemu,Colonia San Jose,,,,,,,,,
LA PAMPA,Quemu Quemu,Miguel Cane,,,,SI,SI,SI,SI,,SI
MENDOZA,San Carlos,Barrio Carrasco,,,,,,,,,
MENDOZA,San Carlos,Barrio El Cepillo,,,,,,,,SI,
MENDOZA,San Carlos,Chilecito,,,,,SI,SI,,SI,
MENDOZA,San Carlos,Eugenio Bustos,SI,,,,SI,SI,SI,SI,
MENDOZA,San Carlos,La Consulta,SI,,,,SI,SI,SI,SI,SI
MENDOZA,San Carlos,Pareditas,,,,SI,SI,SI,SI,SI,
MENDOZA,San Carlos,San Carlos,,SI,,,SI,SI,,SI,
MENDOZA,San Martin,Alto Salvador,,,,SI,,,,SI,
MENDOZA,San Martin,Alto Verde,,,,SI,,,,SI,
MENDOZA,San Martin,Barrio Chivilcoy,,,,,,,,,
MENDOZA,San Martin,Barrio Emanuel,,,,,,,,,
MENDOZA,San Martin,Barrio La Estacion,,,,,,,,,
MENDOZA,San Martin,Barrio Los Charabones,,,,,,,,,
MENDOZA,San Martin,Barrio Ntra. Sra. De Fatima,,,,,,SI,,,
MENDOZA,San Martin,Chapanay,,,SI,SI,SI,SI,SI,SI,
MENDOZA,San Martin,Chivilcoy,,,,,,,,,
MENDOZA,San Martin,El Espino,,,,,,,,SI,
MENDOZA,San Martin,El Ramblon,,,,,,,,SI,
MENDOZA,San Martin,Montecaseros,,,,,SI,SI,SI,SI,
MENDOZA,San Martin,Nueva California,,,,,,,,SI,
MENDOZA,Tupungato,El Zampal,,,,,SI,,,,
MENDOZA,San Rafael,Villa Atuel Norte,,,,,SI,SI,SI,,
MENDOZA,Santa Rosa,Barrio 12 de Octubre,,,,SI,SI,,,,
MENDOZA,Santa Rosa,Barrio Maria Auxiliadora,,,,,SI,SI,,,
